id,name,dealDate,dealType,dealType2,dealSize,postValuation,dealSynopsis,dealStatus,dealFinancingStatus,dealBusinessStatus,primaryIndustryCode,verticals,description,hqLocation,companyWebsite,investor,company_id,investor_id
247,Blue Flag Security,21-Mar-2024,Seed Round,Seed Round,11.50,,"The company raised $11.5 million of seed funding in a deal led by Maverick Ventures and Ten Eleven Ventures on March 21, 2024. Pier 88 Investment Partners also participated in the round. The funds will be used to accelerate the development of its SDLC security and governance platform, which delivers end-to-end, identity-centric protection across the development lifecycle from code to production.",Completed,Venture Capital-Backed,Generating Revenue,Media and Information Services (B2B),Cybersecurity,"Operator of a security service-based company intended to offer comprehensive protection for businesses and individuals. The company physical security, cybersecurity, and risk management services with advanced cybersecurity protocols, enabling clients to mitigate threats and ensure the safety of assets and information.","Sunnyvale, CA",www.blueflagsecurity.com,Ten Eleven Ventures,921,8309
248,Parspec,27-Feb-2024,Seed Round,Seed Round,11.50,28.70,"The company raised $11.5 million through a combination of debt, Seed 2, Seed 3 and Seed 4 funding in a deal led by Innovation Endeavors on February 27, 2024, putting the company's pre-money valuation at $20 million. Heartland Ventures, Hometeam Ventures, Building Ventures and other undisclosed investors also participated in the round.",Completed,Venture Capital-Backed,Generating Revenue,Business/Productivity Software,"Artificial Intelligence & Machine Learning, SaaS, Supply Chain Tech","Developer of an artificial intelligence platform designed to serve the supply chain for the building and construction industry. The company's platform provides information and online workflows to support the selection and sale of construction products by leveraging artificial intelligence to create a submittal instantly, enabling sales agents and distributors to author and manage product submittals online in a hassle-free manner.","San Mateo, CA",www.parspec.io,Building Ventures,922,18537
249,Parspec,27-Feb-2024,Seed Round,Seed Round,11.50,28.70,"The company raised $11.5 million through a combination of debt, Seed 2, Seed 3 and Seed 4 funding in a deal led by Innovation Endeavors on February 27, 2024, putting the company's pre-money valuation at $20 million. Heartland Ventures, Hometeam Ventures, Building Ventures and other undisclosed investors also participated in the round.",Completed,Venture Capital-Backed,Generating Revenue,Business/Productivity Software,"Artificial Intelligence & Machine Learning, SaaS, Supply Chain Tech","Developer of an artificial intelligence platform designed to serve the supply chain for the building and construction industry. The company's platform provides information and online workflows to support the selection and sale of construction products by leveraging artificial intelligence to create a submittal instantly, enabling sales agents and distributors to author and manage product submittals online in a hassle-free manner.","San Mateo, CA",www.parspec.io,Heartland Ventures,922,
250,Parspec,27-Feb-2024,Seed Round,Seed Round,11.50,28.70,"The company raised $11.5 million through a combination of debt, Seed 2, Seed 3 and Seed 4 funding in a deal led by Innovation Endeavors on February 27, 2024, putting the company's pre-money valuation at $20 million. Heartland Ventures, Hometeam Ventures, Building Ventures and other undisclosed investors also participated in the round.",Completed,Venture Capital-Backed,Generating Revenue,Business/Productivity Software,"Artificial Intelligence & Machine Learning, SaaS, Supply Chain Tech","Developer of an artificial intelligence platform designed to serve the supply chain for the building and construction industry. The company's platform provides information and online workflows to support the selection and sale of construction products by leveraging artificial intelligence to create a submittal instantly, enabling sales agents and distributors to author and manage product submittals online in a hassle-free manner.","San Mateo, CA",www.parspec.io,Hometeam Ventures,922,
251,Parspec,27-Feb-2024,Seed Round,Seed Round,11.50,28.70,"The company raised $11.5 million through a combination of debt, Seed 2, Seed 3 and Seed 4 funding in a deal led by Innovation Endeavors on February 27, 2024, putting the company's pre-money valuation at $20 million. Heartland Ventures, Hometeam Ventures, Building Ventures and other undisclosed investors also participated in the round.",Completed,Venture Capital-Backed,Generating Revenue,Business/Productivity Software,"Artificial Intelligence & Machine Learning, SaaS, Supply Chain Tech","Developer of an artificial intelligence platform designed to serve the supply chain for the building and construction industry. The company's platform provides information and online workflows to support the selection and sale of construction products by leveraging artificial intelligence to create a submittal instantly, enabling sales agents and distributors to author and manage product submittals online in a hassle-free manner.","San Mateo, CA",www.parspec.io,Innovation Endeavors,922,23209
252,Stratify,12-Jan-2024,Seed Round,Seed Round,11.40,37.40,"The company raised an estimated $11.4 million through a combination of Seed-3, and Seed-4 funding from Fortson VC, and other undisclosed investors on January 12, 2024, putting the company's pre-money valuation at $26 million.",Completed,Venture Capital-Backed,Generating Revenue,Financial Software,"FinTech, SaaS","Developer of intelligent and automated financial tools designed to redefine budgeting processes. The company's platform leverages machine learning to identify performance gaps, quantify financial impacts, and create revised forecast scenarios and offers a single view for key stakeholders to align, plan, and monitor actual financial and operational performance relative to budget assumptions, enabling companies to adopt a next-generation continuous planning model for undertaking better strategic decisions.","Seattle, WA",www.stratifytech.com,Fortson VC,923,1060
253,Norm AI,23-Jan-2024,Seed Round,Seed Round,11.10,,"The company raised $11.1 million of seed funding in a deal led by Coatue Management on January 23, 2024. M13, Basis Set Ventures, InCrowd Capital, Expa, Atypical Ventures, Haystack Ventures, and other undisclosed investors also participated in the round.",Completed,Venture Capital-Backed,Generating Revenue,Business/Productivity Software,Artificial Intelligence & Machine Learning,"Developer of regulatory AI agent platform designed for compliance in companies. The company's platform solves the regulatory sludge problem by converting regulations into AI agents that can make autonomous compliance determinations, enabling teams to delegate tasks to regulatory AI via instructions, while at the same time validating the resulting work product at any level of granularity.","New York, NY",www.norm.ai,Atypical Ventures,924,3176
254,Norm AI,23-Jan-2024,Seed Round,Seed Round,11.10,,"The company raised $11.1 million of seed funding in a deal led by Coatue Management on January 23, 2024. M13, Basis Set Ventures, InCrowd Capital, Expa, Atypical Ventures, Haystack Ventures, and other undisclosed investors also participated in the round.",Completed,Venture Capital-Backed,Generating Revenue,Business/Productivity Software,Artificial Intelligence & Machine Learning,"Developer of regulatory AI agent platform designed for compliance in companies. The company's platform solves the regulatory sludge problem by converting regulations into AI agents that can make autonomous compliance determinations, enabling teams to delegate tasks to regulatory AI via instructions, while at the same time validating the resulting work product at any level of granularity.","New York, NY",www.norm.ai,Basis Set Ventures,924,26195
255,Norm AI,23-Jan-2024,Seed Round,Seed Round,11.10,,"The company raised $11.1 million of seed funding in a deal led by Coatue Management on January 23, 2024. M13, Basis Set Ventures, InCrowd Capital, Expa, Atypical Ventures, Haystack Ventures, and other undisclosed investors also participated in the round.",Completed,Venture Capital-Backed,Generating Revenue,Business/Productivity Software,Artificial Intelligence & Machine Learning,"Developer of regulatory AI agent platform designed for compliance in companies. The company's platform solves the regulatory sludge problem by converting regulations into AI agents that can make autonomous compliance determinations, enabling teams to delegate tasks to regulatory AI via instructions, while at the same time validating the resulting work product at any level of granularity.","New York, NY",www.norm.ai,Coatue Management,924,9526
256,Norm AI,23-Jan-2024,Seed Round,Seed Round,11.10,,"The company raised $11.1 million of seed funding in a deal led by Coatue Management on January 23, 2024. M13, Basis Set Ventures, InCrowd Capital, Expa, Atypical Ventures, Haystack Ventures, and other undisclosed investors also participated in the round.",Completed,Venture Capital-Backed,Generating Revenue,Business/Productivity Software,Artificial Intelligence & Machine Learning,"Developer of regulatory AI agent platform designed for compliance in companies. The company's platform solves the regulatory sludge problem by converting regulations into AI agents that can make autonomous compliance determinations, enabling teams to delegate tasks to regulatory AI via instructions, while at the same time validating the resulting work product at any level of granularity.","New York, NY",www.norm.ai,Expa,924,
257,Norm AI,23-Jan-2024,Seed Round,Seed Round,11.10,,"The company raised $11.1 million of seed funding in a deal led by Coatue Management on January 23, 2024. M13, Basis Set Ventures, InCrowd Capital, Expa, Atypical Ventures, Haystack Ventures, and other undisclosed investors also participated in the round.",Completed,Venture Capital-Backed,Generating Revenue,Business/Productivity Software,Artificial Intelligence & Machine Learning,"Developer of regulatory AI agent platform designed for compliance in companies. The company's platform solves the regulatory sludge problem by converting regulations into AI agents that can make autonomous compliance determinations, enabling teams to delegate tasks to regulatory AI via instructions, while at the same time validating the resulting work product at any level of granularity.","New York, NY",www.norm.ai,Haystack Ventures,924,22485
258,Norm AI,23-Jan-2024,Seed Round,Seed Round,11.10,,"The company raised $11.1 million of seed funding in a deal led by Coatue Management on January 23, 2024. M13, Basis Set Ventures, InCrowd Capital, Expa, Atypical Ventures, Haystack Ventures, and other undisclosed investors also participated in the round.",Completed,Venture Capital-Backed,Generating Revenue,Business/Productivity Software,Artificial Intelligence & Machine Learning,"Developer of regulatory AI agent platform designed for compliance in companies. The company's platform solves the regulatory sludge problem by converting regulations into AI agents that can make autonomous compliance determinations, enabling teams to delegate tasks to regulatory AI via instructions, while at the same time validating the resulting work product at any level of granularity.","New York, NY",www.norm.ai,InCrowd Capital,924,185
259,Norm AI,23-Jan-2024,Seed Round,Seed Round,11.10,,"The company raised $11.1 million of seed funding in a deal led by Coatue Management on January 23, 2024. M13, Basis Set Ventures, InCrowd Capital, Expa, Atypical Ventures, Haystack Ventures, and other undisclosed investors also participated in the round.",Completed,Venture Capital-Backed,Generating Revenue,Business/Productivity Software,Artificial Intelligence & Machine Learning,"Developer of regulatory AI agent platform designed for compliance in companies. The company's platform solves the regulatory sludge problem by converting regulations into AI agents that can make autonomous compliance determinations, enabling teams to delegate tasks to regulatory AI via instructions, while at the same time validating the resulting work product at any level of granularity.","New York, NY",www.norm.ai,M13,924,23244
