id,name,lastFinancingDate,lastFinancingDealType,lastFinancingDealType2,lastFinancingSize,lastFinancingValuation,lastFinancingStatus,ownershipStatus,financingStatus,financingStatusNote,activeInvestors,acquirers,primaryIndustryCode,description,hqLocation,companyWebsite
41,Equa (Educational and Training Services (B2C)),01-Jan-2024,Seed Round,Seed Round,2.00,,Announced/In Progress,Privately Held (backing),Venture Capital-Backed,"The company is in the process of raising $2 million of seed funding as of January 1, 2024. It plans to close the round by March 29, 2024. Earlier, the company joined Optum Startup Studio on an undisclosed date and received $25,000 in grant funding. The company is being actively tracked by PitchBook.","99 Tartans, AlphaLab, Innovation Works, Optum, Optum Startup Studio, Tripp, VentureBridge Program",,Educational and Training Services (B2C),"Operator of a meditation training platform intended to unlock resilience, happiness and peak performance in the workplace. The company's platform uses a scientific method that can change stress psychology in ways that teach users to find relief from discomfort and emotional regulation in times of stress, enabling users to build mental resilience and increase the satisfaction they get from the people and goals they care about.","Pittsburgh, PA",www.equahealth.io
42,EVEN (Information Services),18-Mar-2024,Seed Round,Seed Round,2.00,10.73,Announced/In Progress,Privately Held (backing),Venture Capital-Backed,"The company closed on $2 million of an undisclosed targeted amount of seed funding on March 18, 2024, putting the company's pre-money valuation at an estimated $9.98 million. It plans to close the round by April 30, 2024. Previously, the company raised $2.15 million of seed funding in a deal led by CSA Partners on March 24, 2023, putting the company's pre-money valuation at $6.50 million. Agropromyshlennaya Kompaniya OGO and 8 other investors also participated in the round. The funds will be used to Build Equity for Artists and Fans within the Music Industry. The company is actively tracked by PitchBook.","Adie Akuffo-Afful, Agropromyshlennaya Kompaniya OGO, Arenberg Holdings, CSA Partners, Daniel Rotman, Donte Murry, gAngels, gener8tor, Right Side Capital Management, VC 414",,Information Services (B2C),"Operator of a direct-to-fan platform intended to empower music artists to sell their music first and stream second. The company's platform specializes in the online sale of artists' work at the rates set by supporters, artists set their price and quantity and get paid instantly after each sale, giving users first access to their favorite artist's music, content, tour tickets, merchandise and more, enabling fans and artists with the tools to sell their music directly to their fans before releasing it on streaming platforms, fostering deeper connections with their fans","Milwaukee, WI",www.even.biz
43,GoTu,05-Jan-2024,Seed Round,Seed Round,2.00,,Completed,Privately Held (backing),Venture Capital-Backed,"The company raised $2 million of seed funding in the form of convertible notes from undisclosed investors on January 5, 2024.","Flamingo Capital, Florida Funders, Institute for Commercialization of Florida Technology, Iron Bridge Capital Partners, Miami Angels, Roo Capital, Soliloquy Ventures",,Business/Productivity Software,"Developer of an on-demand dental staffing marketplace intended to connect dental offices and licensed professionals. The company's platform uses advanced algorithms to match professionals with dental offices and also screens and verifies them before listing them along with procuring ratings and reviews for each job, enabling dental offices to find source of qualified and licensed dental professionals.","Miami, FL",www.joingotu.com
44,Hatchworks,02-Apr-2024,Seed Round,Seed Round,2.00,,Completed,Privately Held (backing),Venture Capital-Backed,"The company raised $2 million of seed funding from Jost Schwaner and other undisclosed investors on April 2, 2024. The funds will be used to support the company's growth and accelerate its leadership in innovative technology delivery.",Jost Schwaner,,IT Consulting and Outsourcing,"Provider of enterprise software services intended for developing custom software and cloud applications. The company provides clients to build new software and redesign existing alternatives with expertise in software product strategy, design, development and redesign, cloud-managed application services, data management, and analytics, helping businesses with project ideation, build, and launch.","Atlanta, GA",www.hatchworks.com
45,Hello (Healthcare Services),17-Feb-2024,Seed Round,Seed Round,2.00,,Completed,Privately Held (backing),Venture Capital-Backed,"The company raised $2 million of pre-seed funding from undisclosed investors on February 17, 2024.",,,Other Healthcare Services,"Developed of a health technology intended to provide telemedicine service designed to revolutionize weight loss. The company uses artificial intelligence to offer a personalized weight management journey, marking a significant advancement in the wellness field, enabling customers to have programs tuned to respond to the individual's specific lifestyle and biological factors, providing a weight loss path based on each client.","Miami, FL",www.JoinHello.com
46,Hungry Fan,11-Feb-2024,Seed Round,Seed Round,2.00,,Announced/In Progress,Privately Held (no backing),Pending Transaction (VC),"The company is in process of raising $2 million of an undisclosed targeted amount of seed funding in the form of a SAFE Note on February 11, 2024. It plans to close the round by April 5, 2024.",,,"Other Restaurants, Hotels and Leisure","Developer of a comprehensive game day entertainment platform designed to enhance the sports fan experience and make it easy to host a game day gathering. The company offers curated gear and innovative recipes, launching a new artificial intelligence-enabled service that creates a custom, easily shoppable game day hosting tool for its audience, learning customers' likes, dislikes, and preferences, enabling enthusiastic fans to host memorable gatherings for their friends and rivals, and fostering camaraderie and excitement around game day festivities.","New York, NY",hungryfan.com
47,Knownwell (Business/Productivity Software),04-Jan-2024,Seed Round,Seed Round,2.00,,Completed,Privately Held (backing),Venture Capital-Backed,"The company raised $2 million of pre-seed funding from undisclosed investors on January 4, 2024.The funds will be used for development of technology platform.",,,Business/Productivity Software,"Operator of an alaas (artificial intelligence as a service) and advisory company intended to help organizations to leverage the AI tool. The company's proprietary maturity model and related advisory services provide executives of investment firms with the knowledge and know-how to leverage AI as a key differentiator, enabling users to integrate the artificial intelligence model into their business system and automate the work.","Haymarket, VA",www.knownwell.com
48,Merit Medicine,15-Feb-2024,Seed Round,Seed Round,2.00,,Completed,Privately Held (backing),Venture Capital-Backed,"The company raised $2 million of seed funding in a deal led by LiveOak Ventures on February 15, 2024. Other undisclosed investors also participated in the round. The funds will be used to transform company's employer-sponsored healthcare with AI-powered risk predictions.",LiveOak Ventures,,Enterprise Systems (Healthcare),"Operator of an AI-driven prediction platform designed to manage high-cost specialty drugs within self-funded employer healthcare plans. The company's platform analyzes prescription drug data to identify high-cost medications, potential cost-saving strategies, risk assessment tools, and stop-loss insurance optimization services, enabling self-funded employers to make informed decisions about their healthcare coverage, reduce costs, and improve employee health outcomes.","Austin, TX",www.meritmedicine.com
49,Nicer.,08-Feb-2024,Seed Round,Seed Round,2.00,,Completed,Privately Held (backing),Venture Capital-Backed,"The company raised $2 million of pre-seed funding in a deal led by Trip Ventures on February 8, 2024. Other undisclosed investors also participated in the round. The funds will be used to scale travel advisors with the company's underlying technology.",Trip Ventures,,Business/Productivity Software,"Developer of travel advertising software designed to connect travel advisers and well-known brands to discerning travelers. The company's travel planning platform and agency help blend traditional travel advising with AI technology, enabling clients with artificial intelligence and modern technology to elevate travel experiences.","San Juan, PR",nicer.travel
50,Noteefy,01-Feb-2024,Seed Round,Seed Round,2.00,,Completed,Privately Held (backing),Venture Capital-Backed,The company raised $2 million of seed funding from Perot Jain and Phoenix Capital Ventures on an undisclosed date.,"Perot Jain, Phoenix Capital Ventures",,Business/Productivity Software,"Developer of automated golf software designed to alert golfers in real time when cancellations occur. The company's platform integrates directly on top of any course's POS tee sheet, customizes to each course's branding, and provides an automated waitlist for golfers to add their custom preferences, enabling golfers club to increase course revenue and improving the golfer booking experience with tee time automation technology.","Los Angeles, CA",www.noteefy.app
